,RF
2007-12-31,0.00011961491881784525
2008-01-01,0.00011961491881784525
2008-01-02,0.00015984549813108373
2008-01-03,0.00016517901630885845
2008-01-04,0.00016251314958126706
2008-01-07,0.00016594036504535836
2008-01-08,0.00016594036504535836
2008-01-09,0.0001655597088607852
2008-01-10,0.0001655597088607852
2008-01-11,0.00016441752207607685
2008-01-14,0.0001647982873829168
2008-01-15,0.0001647982873829168
2008-01-16,0.00016403672038101114
2008-01-17,0.00016441752207607685
2008-01-18,0.00016213216584137768
2008-01-21,0.00016213216584137768
2008-01-22,0.00014341919869242936
2008-01-23,0.00013383780231146503
2008-01-24,0.00013537237482563746
2008-01-25,0.00014035565781189696
2008-01-28,0.00013652291648980075
2008-01-29,0.00013537237482563746
2008-01-30,0.00012730926767434703
2008-01-31,0.00012577158609272665
2008-02-01,0.00012192478397965445
2008-02-04,0.00011036204436010166
2008-02-05,0.00010611395186810313
2008-02-06,0.00011499116747160087
2008-02-07,0.00011845948390121208
2008-02-08,0.0001192298110723744
2008-02-11,0.00011267727816810513
2008-02-12,0.00011383439078516133
2008-02-13,0.00011807426446064362
2008-02-14,0.00011845948390121208
2008-02-15,0.00011614760842304506
2008-02-18,0.00011614760842304506
2008-02-19,0.00011499116747160087
2008-02-20,0.00011730371383444904
2008-02-21,0.00011768900777431313
2008-02-22,0.00011614760842304506
2008-02-25,0.00011730371383444904
2008-02-26,0.00011151982942503302
2008-02-27,0.00011460561255627333
2008-02-28,0.00011961491881784525
2008-02-29,0.00011768900777431313
2008-03-03,0.00012115497769871197
2008-03-04,0.00011344872391472194
2008-03-05,0.00011460561255627333
2008-03-06,0.00011691838263416798
2008-03-07,0.00011576216539777029
2008-03-10,0.00011691838263416798
2008-03-11,0.0001153766850829907
2008-03-12,0.00011614760842304506
2008-03-13,0.00011653301416614248
2008-03-14,0.00011691838263416798
2008-03-17,0.00010534108457815883
2008-03-18,8.480528519427821e-05
2008-03-19,8.16963274727911e-05
2008-03-20,8.713541254601331e-05
2008-03-21,8.16963274727911e-05
2008-03-24,8.16963274727911e-05
2008-03-25,9.489267681228597e-05
2008-03-26,9.024013079850235e-05
2008-03-27,8.907614494035876e-05
2008-03-28,8.20850798783912e-05
2008-03-31,9.837852459271268e-05
2008-04-01,9.334243169467626e-05
2008-04-02,8.558214573084477e-05
2008-04-03,8.597051920578025e-05
2008-04-04,8.868807407758084e-05
2008-04-07,8.791181894252098e-05
2008-04-08,8.75236346555841e-05
2008-04-09,8.635885482832784e-05
2008-04-10,9.024013079850235e-05
2008-04-11,9.295477615278713e-05
2008-04-14,9.101593250226969e-05
2008-04-15,9.101593250226969e-05
2008-04-16,9.217935190308779e-05
2008-04-17,9.295477615278713e-05
2008-04-18,9.101593250226969e-05
2008-04-21,8.946417800981266e-05
2008-04-22,7.81958479070255e-05
2008-04-23,8.558214573084477e-05
2008-04-24,8.868807407758084e-05
2008-04-25,8.946417800981266e-05
2008-04-28,8.985217329349204e-05
2008-04-29,8.6747152605815e-05
2008-04-30,9.295477615278713e-05
2008-05-01,8.480528519427821e-05
2008-05-02,7.39133033709205e-05
2008-05-05,7.274453736161313e-05
2008-05-06,7.508172663661661e-05
2008-05-07,7.897399806910954e-05
2008-05-08,7.81958479070255e-05
2008-05-09,7.741754574253079e-05
2008-05-12,7.39133033709205e-05
2008-05-13,7.586048516672328e-05
2008-05-14,7.97519962878468e-05
2008-05-15,7.97519962878468e-05
2008-05-16,7.508172663661661e-05
2008-05-19,7.663909151545134e-05
2008-05-20,7.81958479070255e-05
2008-05-21,7.97519962878468e-05
2008-05-22,8.052984262252316e-05
2008-05-23,7.81958479070255e-05
2008-05-26,7.81958479070255e-05
2008-05-27,8.75236346555841e-05
2008-05-28,8.16963274727911e-05
2008-05-29,7.897399806910954e-05
2008-05-30,7.780671582890974e-05
2008-06-02,8.091870885218455e-05
2008-06-03,7.663909151545134e-05
2008-06-04,7.780671582890974e-05
2008-06-05,7.780671582890974e-05
2008-06-06,7.897399806910954e-05
2008-06-09,7.936301616751074e-05
2008-06-10,7.702833764056116e-05
2008-06-11,7.663909151545134e-05
2008-06-12,7.897399806910954e-05
2008-06-13,7.936301616751074e-05
2008-06-16,8.091870885218455e-05
2008-06-17,7.352375279379153e-05
2008-06-18,7.23548724916867e-05
2008-06-19,7.62498073600959e-05
2008-06-20,7.81958479070255e-05
2008-06-23,7.780671582890974e-05
2008-06-24,7.586048516672328e-05
2008-06-25,7.741754574253079e-05
2008-06-26,8.052984262252316e-05
2008-06-27,7.81958479070255e-05
2008-06-30,9.682963539892064e-05
2008-07-01,8.286247091815468e-05
2008-07-02,7.663909151545134e-05
2008-07-03,7.5471124928006e-05
2008-07-04,7.5471124928006e-05
2008-07-07,7.81958479070255e-05
2008-07-08,7.741754574253079e-05
2008-07-09,7.81958479070255e-05
2008-07-10,7.897399806910954e-05
2008-07-11,7.741754574253079e-05
2008-07-14,8.091870885218455e-05
2008-07-15,8.480528519427821e-05
2008-07-16,7.663909151545134e-05
2008-07-17,7.97519962878468e-05
2008-07-18,7.702833764056116e-05
2008-07-21,7.780671582890974e-05
2008-07-22,7.741754574253079e-05
2008-07-23,8.01409384370011e-05
2008-07-24,8.091870885218455e-05
2008-07-25,8.363971031166706e-05
2008-07-28,7.85849419846496e-05
2008-07-29,8.052984262252316e-05
2008-07-30,7.97519962878468e-05
2008-07-31,8.20850798783912e-05
