,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
2012-10-01,3,0,1.7313753256482242e-07,1.9460694853252565e-18,2.4555563703078642e-14,2.0635498768663347e-18,0.9999908473710581,1.7313753256482242e-07,8.979491512802055e-06
2012-11-01,3,0,1.8211472322749474e-09,1.1373315625139822e-21,1.3281510062595859e-13,1.4216488420541104e-20,0.9998110324836954,1.8211472322749474e-09,0.00018896569507893506
2012-12-01,3,0,9.058561262440344e-08,2.7091450778254927e-20,8.288345458581064e-14,6.465152952222072e-20,0.9999861803753397,9.058561262440344e-08,1.372903932882117e-05
2013-01-01,3,0,2.5606292218814077e-09,9.427738822378471e-21,3.8138229651018884e-14,2.8980340561693866e-20,0.9999474133267768,2.5606292218814077e-09,5.258411253452516e-05
2013-02-01,3,0,1.7397061382912093e-08,1.7940361574478177e-21,5.675207424745126e-14,2.3052049618789192e-20,0.9999772473443989,1.7397061382912093e-08,2.2735258504977635e-05
2013-03-01,3,0,3.4659824862940635e-09,2.7853381440818092e-21,1.6864177152016437e-13,2.345655493689555e-20,0.9998929171791604,3.4659824862940635e-09,0.00010707935458189242
2013-04-01,3,0,1.7570887990570955e-08,5.748642627033083e-21,4.130594561824734e-13,5.839808300322279e-20,0.9999505807197181,1.7570887990570955e-08,4.9401709042957394e-05
2013-05-01,3,0,4.155992399003313e-08,2.329111794580864e-19,1.427888586801813e-13,3.884730787912885e-19,0.9999566681911133,4.155992399003313e-08,4.3290249179109455e-05
2013-06-01,3,0,4.852232234953494e-08,5.677236614721124e-20,7.065619946148369e-14,1.9366050456046626e-19,0.9999697628351389,4.852232234953494e-08,3.0188642033611893e-05
2013-07-01,3,0,4.7481208224547535e-09,2.07802543856435e-21,8.354620037428742e-14,2.586759025143136e-20,0.9999596672053764,4.7481208224547535e-09,4.0328046006319804e-05
2013-08-01,3,0,2.300369774063374e-07,2.7990338658050283e-19,2.0224472223997265e-11,2.0932653371601285e-18,0.9967222864423165,2.300369774063374e-07,0.003277483500406783
2013-09-01,3,0,3.3771193997950522e-06,7.544438358703676e-19,1.379625811520977e-11,5.685669521899637e-17,0.9999448478286357,3.3771193997950522e-06,5.177503799391145e-05
2013-10-01,3,0,6.925894772123621e-08,2.242353389570334e-18,1.0239495764304819e-12,3.220781345014443e-17,0.9998354524775636,6.925894772123621e-08,0.00016447826258951295
2013-11-01,3,0,2.9899109144900094e-08,5.096401258099446e-20,1.473350259554528e-12,5.05123185380354e-19,0.9998992146771521,2.9899109144900094e-08,0.00010075542211941686
2013-12-01,3,0,4.0518664927134477e-08,7.879528512758118e-19,7.13133417438768e-12,1.8572882818144234e-18,0.9994061989032426,4.0518664927134477e-08,0.0005937605707447175
2014-01-01,3,0,5.724069765189071e-06,7.866732509990295e-18,5.3480581761843464e-12,1.8579652172602553e-16,0.9999645102529449,5.724069765189071e-06,2.9765671708646577e-05
2014-02-01,3,0,6.268723889106192e-08,1.251542939750091e-18,6.044050861435797e-12,3.155811798081177e-17,0.9990132574395013,6.268723889106192e-08,0.0009866798668620945
2014-03-01,3,0,1.5038620987007138e-06,5.92506479199943e-18,1.3295125139122504e-11,9.492913556025205e-18,0.9998506641581404,1.5038620987007138e-06,0.00014783196629611155
2014-04-01,3,0,4.3792524125846755e-07,1.6517222952866242e-17,2.9693317037161624e-11,1.7645990432411177e-16,0.9991272922308371,4.3792524125846755e-07,0.0008722698146163777
2014-05-01,3,0,1.2178256563044994e-07,5.406946110948152e-19,5.455682051158878e-12,1.333475012583541e-17,0.9999466821517649,1.2178256563044994e-07,5.319606018858085e-05
2014-06-01,3,0,3.0310323883002504e-08,2.8594492710826324e-19,5.912043871236943e-13,7.466192576335815e-18,0.9999155925261426,3.0310323883002504e-08,8.43771629491125e-05
2014-07-01,3,0,4.559708422512882e-08,1.0139459171466462e-19,2.0677106095594629e-13,3.995631782027389e-19,0.9999759735768403,4.559708422512882e-08,2.3980825446413506e-05
2014-08-01,3,0,4.336538510891418e-09,3.702101835264386e-21,1.7870100092736656e-13,1.2973410947403214e-19,0.9999403412500671,4.336538510891418e-09,5.965441344163761e-05
2014-09-01,3,0,3.758373796915976e-08,2.0583731811037755e-20,1.0128938191025366e-13,2.1693254124087896e-19,0.9999862726577675,3.758373796915976e-08,1.3689758234586966e-05
2014-10-01,3,0,6.753675192797322e-09,2.2872346893602363e-21,1.4882543076347733e-14,1.186520903627392e-19,0.9999818707280526,6.753675192797322e-09,1.8122518350975993e-05
2014-11-01,3,0,3.3852508421978483e-09,2.1099172613866634e-22,6.418262379863476e-14,1.1861613118116523e-20,0.9999747211352873,3.3852508421978483e-09,2.5275479002833113e-05
2014-12-01,3,0,5.832527509447076e-07,1.5529372984051163e-19,1.0001482032851472e-15,9.970285475383325e-19,0.9999972594206421,5.832527509447076e-07,2.157326768671386e-06
2015-01-01,3,0,8.613092399581751e-09,7.694601898200272e-24,2.50325023315453e-15,3.504881759001512e-21,0.9999877214558031,8.613092399581751e-09,1.2269930810079545e-05
2015-02-01,3,0,3.8636189189079406e-08,2.5000891351923455e-21,3.969270594734794e-12,1.9467047356775505e-20,0.9983130007844154,3.8636189189079406e-08,0.0016869605753424605
2015-03-01,3,0,2.0801539466740485e-06,9.953302227199475e-20,6.251897050812282e-14,4.98364205580772e-18,0.9999925973207852,2.0801539466740485e-06,5.3225250218305085e-06
2015-04-01,3,0,1.1278972514736399e-07,2.0595506144082371e-19,1.981274668656462e-12,1.021753864634437e-18,0.9958517213635356,1.1278972514736399e-07,0.004148165844589518
