gamma,regime_source,rebalance_month,strategy,success,objective,VaR_v,theta_used,robust_norm_value,robust_penalty_component,max_weight,effective_n_assets,predicted_state,predicted_state_prob,regime_weight_max,regime_weight_argmax,message,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
0.02,altdata_bnmeanrank_hmm,2010-03-01,RS-CVaR,True,0.029209293898208227,0.01903190418298721,0.0,1.0,0.0,0.3594977777727899,3.619706176824667,3,0.9996130257505977,0.9138353642386294,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.29009214024846036,0.0,0.0,0.0,0.21266688599840297,0.1327449765784269,0.3594977777727899,0.004998219401919801
0.02,altdata_bnmeanrank_hmm,2010-03-01,RSDR-CVaR,True,0.07152170452614992,0.028946555555555552,0.013958867888496887,0.11111111111111112,0.031019706418881948,0.11111111111111112,9.0,3,0.9996130257505977,0.9138353642386294,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111112,0.11111111111111101,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
0.02,altdata_bnmeanrank_hmm,2010-04-01,SAA-CVaR,True,0.08276453977362638,0.051389786240397015,0.0,1.0,0.0,0.5646762332006093,2.3922995134398146,3,0.9988197191886353,0.9155582562048018,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.5646762332006093,0.08440153656938128,0.29885436130342513,0.05206786892658427
0.02,altdata_bnmeanrank_hmm,2010-04-01,DR-CVaR,True,0.13613253479648005,0.08779377777777778,0.012391157325082714,0.11111111111111112,0.027535905166850453,0.11111111111111112,9.0,3,0.9988197191886353,0.9155582562048018,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111112,0.0,0.11111111111111105,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
0.02,altdata_bnmeanrank_hmm,2010-04-01,RS-CVaR,True,0.029285857549698254,0.01903190418298721,0.0,1.0,0.0,0.3594977777727899,3.619706176824667,3,0.9988197191886353,0.9155582562048018,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.29009214024846036,0.0,0.0,0.0,0.21266688599840297,0.1327449765784269,0.3594977777727899,0.004998219401919801
0.02,altdata_bnmeanrank_hmm,2010-04-01,RSDR-CVaR,True,0.07151808125448078,0.028946555555555555,0.013925803832286563,0.11111111111111113,0.03094623073841456,0.11111111111111115,9.000000000000002,3,0.9988197191886353,0.9155582562048018,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111108,0.11111111111111115,0.0,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111092
0.02,altdata_bnmeanrank_hmm,2010-05-01,SAA-CVaR,True,0.08276453977362638,0.051389786240397015,0.0,1.0,0.0,0.5646762332006093,2.3922995134398146,3,0.9996637871921654,0.9185166332402712,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.5646762332006093,0.08440153656938128,0.29885436130342513,0.05206786892658427
0.02,altdata_bnmeanrank_hmm,2010-05-01,DR-CVaR,True,0.13613253479648005,0.08779377777777778,0.012391157325082714,0.11111111111111112,0.027535905166850453,0.11111111111111112,9.0,3,0.9996637871921654,0.9185166332402712,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111112,0.0,0.11111111111111105,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
0.02,altdata_bnmeanrank_hmm,2010-05-01,RS-CVaR,True,0.029031971482107517,0.01903190418298721,0.0,1.0,0.0,0.3594977777727899,3.619706176824667,3,0.9996637871921654,0.9185166332402712,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.29009214024846036,0.0,0.0,0.0,0.21266688599840297,0.1327449765784269,0.3594977777727899,0.004998219401919801
0.02,altdata_bnmeanrank_hmm,2010-05-01,RSDR-CVaR,True,0.07117257065949362,0.02894655555555556,0.013893683748797648,0.11111111111111112,0.030874852775105856,0.11111111111111112,9.0,3,0.9996637871921654,0.9185166332402712,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
0.02,altdata_bnmeanrank_hmm,2010-06-01,SAA-CVaR,True,0.08299691661757976,0.05274038696040295,0.0,1.0,0.0,0.6611961959049788,1.83517620491026,3,0.8948000428911066,0.8331959914362652,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.6611961959049788,0.0,0.32804046192847025,0.010763342166550949
0.02,altdata_bnmeanrank_hmm,2010-06-01,DR-CVaR,True,0.13613253479648008,0.08779377777777776,0.012391157325082714,0.11111111111111112,0.027535905166850453,0.11111111111111122,9.0,3,0.8948000428911066,0.8331959914362652,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.11111111111111112,0.0,0.111111111111111,0.11111111111111112,0.11111111111111112,0.11111111111111122,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
